"₩","항목","발견된 이슈 및 현상","AI 개발 프롬프트","우선순위","완료여부","","","","","","","","","","","","","","","","","","","","",""
"264","스토리 대화 모달 닫기 시 등장인물 스탠딩 이미지 디코딩 메모리 즉시 릴리즈 (Image.src = '')","대화 모달을 열어 인물 대사를 읽은 후 모달을 닫았을 때 스탠딩 이미지의 DOM src 연결이 남아있어 모바일 RAM 점유율이 높게 유지됨.","Purge Dialogue Character Standee Memory on Modal Close (`StoryDialogueModal.vue`). Explicitly clear `img.src = ''` and revoke object URLs for character standing avatars upon closing the dialogue modal to immediately reclaim client RAM.","높음","","","","","","","","","","","","","","","","","","","","","",""
"265","캐릭터 주식 시장(Stock Market) 매수/매도 확정 팝업 내부 소모 수수료 및 예상 정산액의 미니멀 1줄 요약 바 통합","매수/매도 최종 확인 모달에서 단가, 수량, 예상 수수료, 최종 정산 금액이 4줄로 길게 나열되어 확인 버튼이 하단으로 밀림.","Compact Stock Order Confirmation Breakdown per design.md (`StockMarketModal.vue`). Merge unit price, quantity, and estimated trading fee into a single sleek horizontal 1-line summary bar (`[Qty: 10 | Fee: 5 SNS | Total: 1,005 SNS]`), ensuring the 'Confirm Order' button is cleanly centered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"266","메인 로비/상점 탭 전환 시 CSS will-change: opacity 동적 스케줄링 및 상시 할당 해제","메인 메뉴 탭 뷰 트랜지션 시 모든 서브 뷰 컨테이너에 will-change 속성이 상시 부여되어 있어 VRAM 메모리가 지속 점유됨.","Schedule View Transition Layer Promotion (`AppLayout.vue`). Programmatically attach `will-change: opacity` to route containers only during active 100ms tab transitions and revoke it on `transitionend`, keeping GPU compositor VRAM lean.","높음","","","","","","","","","","","","","","","","","","","","","",""
"267","퀘스트 / 업적 모달 내부 일일 미션 보상 상자 아이콘의 미니멀 1줄 컴팩트 뱃지 정돈","일일 미션 달성 보상 선물 상자가 화려하게 흔들리는 애니메이션과 박스로 노출되어 가독성이 떨어짐.","Streamline Quest Reward Chest Icons per design.md (`QuestModal.vue`). Replace animated multi-layer chest icons on quest rows with a clean, static glowing chest pill badge (`[🎁 Claim Reward]`), keeping mission rows visually uncluttered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"268","스토리 대화 모달 닫기 시 등장인물 스탠딩 이미지 디코딩 메모리 즉시 릴리즈 (Image.src = '')","대화 모달을 열어 인물 대사를 읽은 후 모달을 닫았을 때 스탠딩 이미지의 DOM src 연결이 남아있어 모바일 RAM 점유율이 높게 유지됨.","Purge Dialogue Character Standee Memory on Modal Close (`StoryDialogueModal.vue`). Explicitly clear `img.src = ''` and revoke object URLs for character standing avatars upon closing the dialogue modal to immediately reclaim client RAM.","높음","","","","","","","","","","","","","","","","","","","","","",""
"269","캐릭터 주식 시장(Stock Market) 매수/매도 확정 팝업 내부 소모 수수료 및 예상 정산액의 미니멀 1줄 요약 바 통합","매수/매도 최종 확인 모달에서 단가, 수량, 예상 수수료, 최종 정산 금액이 4줄로 길게 나열되어 확인 버튼이 하단으로 밀림.","Compact Stock Order Confirmation Breakdown per design.md (`StockMarketModal.vue`). Merge unit price, quantity, and estimated trading fee into a single sleek horizontal 1-line summary bar (`[Qty: 10 | Fee: 5 SNS | Total: 1,005 SNS]`), ensuring the 'Confirm Order' button is cleanly centered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"270","메인 로비/마이덱 메뉴 탭 이동 시 CSS box-shadow 애니메이션 트랜지션 해제 및 정적 단색 테두리 적용","메뉴 탭 전환 시 탭 버튼의 선택 테두리에 부드럽게 퍼지는 box-shadow 트랜지션이 스위칭 동작 중 마이크로 스터터링을 유발함.","Remove Active Tab Box-Shadow Transitions (`BottomNav.vue`). Replace dynamic `box-shadow` blur transitions on selected menu tabs with a static 1px bright cyan border (`border: 1px solid #00E5FF`), ensuring instant 60fps tab highlight toggling on low-spec mobile WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"271","카드 수집 도감(Codex) 화면 내 '수집 진행도(Collection Progress)' 미니멀 1줄 헤더 통합","도감 진입 시 총 보유 카드 수, 수집 퍼센티지, 속성별 수집 현황 뱃지가 수직으로 넓게 공간을 차지하여 도감 목록 보드가 세로로 좁아짐.","Streamline Codex Collection Progress Header per design.md (`CardCodexView.vue`). Compress total collection count and element progress stats into a single horizontal 1-line header pill (`[Collection: 48/100 (48%)]`), maximizing scrollable card grid area.","중간","","","","","","","","","","","","","","","","","","","","","",""
"272","전투 진행 중 카드 롱 프레스 확대 오버레이 닫기 시 디코딩된 이미지 메타데이터 명시적 메모리 해제","대전 중 카드를 길게 눌러 확대한 스탯 프리뷰를 본 후 모달을 닫을 때, 확대 이미지의 디코딩된 텍스처 데이터가 즉시 해제되지 않고 메모리에 남아있음.","Unbind Zoomed Card Sprite Textures on Overlay Close (`BattleHand.vue`). Explicitly clear image node references and revoke temporary object URLs upon closing the long-press card zoom modal to immediately reclaim client RAM.","높음","","","","","","","","","","","","","","","","","","","","","",""
"273","캐릭터 주식 시장(Stock Market) 모달 내 '거래 차트 타임프레임' 선택 버튼의 컴팩트 1줄 세그먼트 스위처 정돈","주식 거래 모달에서 차트 조회 기간 선택 버튼이 차트 상단에 크고 넓은 버튼으로 나열되어 있어 차트 영역 가독성을 저해함.","Compact Stock Chart Timeline Controls per design.md (`StockMarketModal.vue`). Group chart timeframe selectors into a single sleek 1-line Segmented Pill Controller (`[ 1D | 1W | 1M | All ]`), keeping chart viewports clean and uncluttered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"21","메인 로비/상점 탭 전환 시 CSS will-change: opacity 동적 스케줄링 및 상시 할당 해제","메인 메뉴 탭 뷰 트랜지션 시 모든 서브 뷰 컨테이너에 will-change 속성이 상시 부여되어 있어 VRAM 메모리가 지속 점유됨.","Schedule View Transition Layer Promotion (`AppLayout.vue`). Programmatically attach `will-change: opacity` to route containers only during active 100ms tab transitions and revoke it on `transitionend`, keeping GPU compositor VRAM lean.","높음","","","","","","","","","","","","","","","","","","","","","",""
"22","퀘스트 / 업적 모달 내부 일일 미션 보상 상자 아이콘의 미니멀 1줄 컴팩트 뱃지 정돈","일일 미션 달성 보상 선물 상자가 화려하게 흔들리는 애니메이션과 박스로 노출되어 가독성이 떨어짐.","Streamline Quest Reward Chest Icons per design.md (`QuestModal.vue`). Replace animated multi-layer chest icons on quest rows with a clean, static glowing chest pill badge (`[🎁 Claim Reward]`), keeping mission rows visually uncluttered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"23","스토리 대화 모달 닫기 시 등장인물 스탠딩 이미지 디코딩 메모리 즉시 릴리즈 (Image.src = '')","대화 모달을 열어 인물 대사를 읽은 후 모달을 닫았을 때 스탠딩 이미지의 DOM src 연결이 남아있어 모바일 RAM 점유율이 높게 유지됨.","Purge Dialogue Character Standee Memory on Modal Close (`StoryDialogueModal.vue`). Explicitly clear `img.src = ''` and revoke object URLs for character standing avatars upon closing the dialogue modal to immediately reclaim client RAM.","높음","","","","","","","","","","","","","","","","","","","","","",""
"24","캐릭터 주식 시장(Stock Market) 매수/매도 확정 팝업 내부 소모 수수료 및 예상 정산액의 미니멀 1줄 요약 바 통합","매수/매도 최종 확인 모달에서 단가, 수량, 예상 수수료, 최종 정산 금액이 4줄로 길게 나열되어 확인 버튼이 하단으로 밀림.","Compact Stock Order Confirmation Breakdown per design.md (`StockMarketModal.vue`). Merge unit price, quantity, and estimated trading fee into a single sleek horizontal 1-line summary bar (`[Qty: 10 | Fee: 5 SNS | Total: 1,005 SNS]`), ensuring the 'Confirm Order' button is cleanly centered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"25","메인 로비/마이덱 메뉴 탭 이동 시 CSS box-shadow 애니메이션 트랜지션 해제 및 정적 단색 테두리 적용","메뉴 탭 전환 시 탭 버튼의 선택 테두리에 부드럽게 퍼지는 box-shadow 트랜지션이 스위칭 동작 중 마이크로 스터터링을 유발함.","Remove Active Tab Box-Shadow Transitions (`BottomNav.vue`). Replace dynamic `box-shadow` blur transitions on selected menu tabs with a static 1px bright cyan border (`border: 1px solid #00E5FF`), ensuring instant 60fps tab highlight toggling on low-spec mobile WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"26","카드 수집 도감(Codex) 화면 내 '수집 진행도(Collection Progress)' 미니멀 1줄 헤더 통합","도감 진입 시 총 보유 카드 수, 수집 퍼센티지, 속성별 수집 현황 뱃지가 수직으로 넓게 공간을 차지하여 도감 목록 보드가 세로로 좁아짐.","Streamline Codex Collection Progress Header per design.md (`CardCodexView.vue`). Compress total collection count and element progress stats into a single horizontal 1-line header pill (`[Collection: 48/100 (48%)]`), maximizing scrollable card grid area.","중간","","","","","","","","","","","","","","","","","","","","","",""
"27","전투 진행 중 카드 롱 프레스 확대 오버레이 닫기 시 디코딩된 이미지 메타데이터 명시적 메모리 해제","대전 중 카드를 길게 눌러 확대한 스탯 프리뷰를 본 후 모달을 닫을 때, 확대 이미지의 디코딩된 텍스처 데이터가 즉시 해제되지 않고 메모리에 남아있음.","Unbind Zoomed Card Sprite Textures on Overlay Close (`BattleHand.vue`). Explicitly clear image node references and revoke temporary object URLs upon closing the long-press card zoom modal to immediately reclaim client RAM.","높음","","","","","","","","","","","","","","","","","","","","","",""
"28","캐릭터 주식 시장(Stock Market) 모달 내 '거래 차트 타임프레임' 선택 버튼의 컴팩트 1줄 세그먼트 스위처 정돈","주식 거래 모달에서 차트 조회 기간 선택 버튼이 차트 상단에 크고 넓은 버튼으로 나열되어 있어 차트 영역 가독성을 저해함.","Compact Stock Chart Timeline Controls per design.md (`StockMarketModal.vue`). Group chart timeframe selectors into a single sleek 1-line Segmented Pill Controller (`[ 1D | 1W | 1M | All ]`), keeping chart viewports clean and uncluttered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"282","메인 로비/상점 카드 타일 이미지 호버 시 적용된 CSS filter: brightness(1.1) 오버레이 가공 제거 및 정적 1px 단색 테두리 하이라이트 전환","카드 호버/탭 시 이미지에 적용된 CSS filter가 실시간 재계산되면서 저사양 기기에서 터치 지연을 유발함.","Remove Real-Time CSS Filters on Card Hover (`CardTile.vue`). Replace dynamic `filter: brightness(1.1)` hover effects with a simple 1px bright cyan border overlay (`border: 1px solid #00E5FF`), eliminating real-time GPU filter pipeline overhead on low-end WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"283","퀘스트 / 업적 모달 내부 '주간 미션' 달성률 상단의 미니멀 1줄 요약 바 정돈","주간 미션' 탭 진입 시 상단에 주간 누적 점수, 보상 상자, 카운트다운 박스가 크게 배치되어 미션 카드 목록이 눌림.","Consolidate Weekly Mission Progress Banner per design.md (`QuestModal.vue`). Integrate weekly completion points, reset countdown timers, and reward chest icons into a single compact top header pill, expanding visible space for weekly mission rows.","중간","","","","","","","","","","","","","","","","","","","","","",""
"284","스토리 모드 웹툰 뷰어 스크롤 이동 시 이전 챕터 이미지 스프라이트 인스턴스 자동 언로드(Unload)","에피소드 웹툰을 넘겨볼 때 이전 챕터의 이미지 리소스들이 메모리에서 해제되지 않고 상재하여 RAM 소모가 누적됨.","Purge Unreferenced Chapter Image Resources (`WebtoonViewer.vue`). Explicitly unload and release image element memory buffers for previously completed chapters upon advancing to the next webtoon chapter, maintaining RAM footprint below 80MB.","높음","","","","","","","","","","","","","","","","","","","","","",""
"285","카드 스킬 노드 강화 트리 화면의 '스킬 노드 레벨업 비용' 안내 아이콘 패널의 미니멀 1줄 바 정돈","스킬 포인트 투자 시 소모 포인트, 현재 레벨, 강화 후 예상 능력치가 수직 박스로 펼쳐져 있어 스킬 트리 시야를 가림.","Compact Skill Node Upgrade Cost Panel per design.md (`SkillNodeTree.vue`). Merge skill point cost and stat preview into a single horizontal 1-line control pill (`[Cost: 2 SP | LV 3 ➔ 4] [ Upgrade ]`), keeping the skill tree layout clean and uncluttered.","중간","","","","","","","","","","","","","","","","","","","","","",""
"286","메인 로비/상점/마이덱 메뉴 탭 전환 시 CSS transform: translate3d() 애니메이션 연출을 단순 2D Opacity 페이드(Fade)로 고정","메뉴 탭 전환 시 3D GPU 수평 슬라이드 트랜지션이 구형 안드로이드 WebView에서 화면 재계산 지연을 유발하여 탭 스위칭 터치 반응이 둔해짐.","Fix View Tab Transitions to Simple 2D Opacity Cross-Fade (`AppLayout.vue`). Force all view transitions to use a fast 100ms 2D `opacity` cross-fade, bypassing complex 3D GPU layer sliding to ensure instant tab switching across all low-end mobile devices.","높음","","","","","","","","","","","","","","","","","","","","","",""
"287","캐릭터 주식 거래 모달 내부 호가창 및 체결 내역 리스트의 1줄 미니멀 행 레이아웃 정돈","최근 체결 내역 및 실시간 호가창 테이블의 행 간격이 넓고 대형 서식으로 배치되어 매수/매도 수량 입력창을 아래로 밀어냄.","Compact Stock Market Order Book Table Rows per design.md (`StockMarketModal.vue`). Reduce order book row padding to a single compact line showing Price and Volume, keeping order execution controls fully visible without vertical scrolling.","중간","","","","","","","","","","","","","","","","","","","","","",""
"288","스토리 모드 대화 모달 진입 시 인게임 배경음악(BGM) 오디오 컨텍스트 일시정지(suspend())","스토리 대화 모달 진입 시 백그라운드 BGM 스트림과 대화 효과음 오디오 컨텍스트가 동시에 구동되어 저사양 기기에서 오디오 스레드 메모리 오버헤드가 발생함.","Suspend Background BGM Processing during Dialogue Overlay (`AudioService.js`). Pause main background music audio context processing when dialogue overlays are active, reducing client CPU/audio thread load on low-spec WebViews.","중간","","","","","","","","","","","","","","","","","","","","","",""
"289","카드 수집 도감(Codex) 화면 내 속성별 수집률 미니 뱃지의 1줄 헤더 필 통합","수속성, 화속성, 지속성, 풍속성별 개별 달성률 수치 뱃지가 수평으로 넓게 늘어서 있어 도감 카드 그리드 목록 영역이 눌림.","Consolidate Element Codex Progress Badges per design.md (`CardCodexView.vue`). Group individual element progress badges into a single compact top header pill (`[Collection 45/100 ▾]`), expanding visible card grid rows.","중간","","","","","","","","","","","","","","","","","","","","","",""
"290","스토리 모드 대화 박스 텍스트 출력 시 인라인 HTML 마크업 제거 및 단순 textContent 할당","대화 상자에서 한 글자씩 텍스트가 노출될 때 innerHTML을 계속 재해석하여 저사양 안드로이드 기기에서 스크립트 실행 스레드 병목 및 텍스트 지연이 발생함.","Optimize Typewriter Text Rendering (`StoryDialogueModal.vue`). Replace `innerHTML` string mutations during dialogue text typing with direct `textContent` assignment to eliminate DOM HTML parser overhead on low-spec WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"291","퀘스트 / 업적 모달 화면 상단 일일/주간 미션 탭의 컴팩트 1줄 세그먼트 스위처 전환","상단에 탭 버튼이 대형 카드 형태로 영역을 차지하여 미션 카드 목록 가독성이 답답해짐.","Streamline Quest Category Navigation per design.md (`QuestModal.vue`). Replace multi-line category banners with a low-profile 1-line Segmented Pill Controller (`[ Daily | Weekly | Achievements ]`), maximizing vertical scroll area for active mission task rows.","중간","","","","","","","","","","","","","","","","","","","","","",""
"292","전투 진행 중 카드 3x3 그리드 타일 배치 시 WebGL/Canvas 텍스처 노드 명시적 파기(URL.revokeObjectURL())","슬롯에 카드를 둘 때 생성되는 타일 프리뷰 이미지 블롭(Blob URL)이 대전 종료 후에도 해제되지 않아 RAM 소모가 누적됨.","Auto-Revoke Card Sprite Blob URLs on Tile Mount (`BattleGridSlot.vue`). Programmatically call `URL.revokeObjectURL()` immediately after card sprite textures are decoded onto grid slot elements, keeping browser RAM usage lean during long battle sessions.","높음","","","","","","","","","","","","","","","","","","","","","",""
"293","마이덱 카드 스킬 노드 강화 페이지 내 '스킬 포인트 초기화' 및 '스킬 가이드' 컨트롤의 미니멀 1줄 헤더 뱃지 통합","스킬 포인트 재투자 버튼과 가이드 안내 상자가 대형 패널로 노출되어 스킬 노드 연결 트리의 시야를 압박함.","Integrate Skill Tree Action Controls per design.md (`SkillNodeTree.vue`). Merge 'Reset Points' and 'Skill Guide' action buttons into a single compact header pill bar (`[ Reset Points ↺ ] [ ? ]`), expanding the view space for skill tree nodes.","중간","","","","","","","","","","","","","","","","","","","","","",""
"294","스토리 모드 대화 모달 아바타 등장 시 CSS will-change: transform 동적 할당 및 등장 종료 후 즉시 제거","대화창에 인물 캐릭터 오버레이가 들어올 때 슬라이드 애니메이션이 끝난 후에도 will-change 속성이 고정 지정되어 VRAM 점유가 누적됨.","Schedule Character Entrance Layer Promotion (`StoryDialogueModal.vue`). Programmatically attach `will-change: transform` to character avatar containers strictly during active slide-in animations and revoke it on `transitionend`, maintaining low GPU VRAM usage on low-end WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"295","퀘스트 / 업적 모달 내부 일일 미션 카드의 보상 항목 표시를 컴팩트 1줄 뱃지([ 🎁 100 SNS ])로 통합","미션 항목마다 골드, 경험치, 토큰 아이콘 박스가 크게 펼쳐져 있어 미션 제목과 설명 안내문이 가려짐.","Compact Quest Reward Display per design.md (`QuestModal.vue`). Merge multi-icon reward displays on mission rows into a single sleek glowing reward pill badge (`[ 🎁 100 SNS ]`), maximizing visible text area for mission titles and progress bars.","중간","","","","","","","","","","","","","","","","","","","","","",""
"296","전투 3x3 그리드 카드 연쇄 flip 시 캔버스2D 이펙트 노드 인스턴스 자동 언마운트 및 GC 디바운스","여러 카드가 동시에 뒤집히는 연쇄 flip 발생 시 캔버스 이펙트 드로잉 노드가 파기되지 않고 유지되어 GPU 프레임 드랍이 일어남.","Auto-Unmount Canvas Effect Nodes on Flip Conclude (`BattleFXEngine.js`). Clear canvas dirty rects and release effect sprite array buffers immediately after multi-card cascade flip animations conclude, preventing GPU memory accumulation.","높음","","","","","","","","","","","","","","","","","","","","","",""
"297","캐릭터 주식 시장(Stock Market) 모달 내 주가 차트 및 거래 폼 상단 카테고리 세그먼트 탭 통합","주식 모달 진입 시 주가 그래프, 보유 잔액, 수량 슬라이더가 한 화면에 복잡하게 늘어서 있어 오터치가 발생함.","Consolidate Stock Market View Controls per design.md (`StockMarketModal.vue`). Separate stock market modal into 2 clean top sub-tabs: 'Market Chart' and 'Trading Form', displaying only the selected view to eliminate vertical scroll clutter.","중간","","","","","","","","","","","","","","","","","","","","","",""
"298","스토리 대화 상자 등장 시 CSS transform: scale() 바운싱 연출 제거 및 정적 2D Opacity 페이드 전환","대화 상자가 나타날 때 적용된 바운싱 연출이 저사양 안드로이드 기기에서 화면 버벅임을 야기함.","Simplify Dialogue Box Entrance Transitions (`StoryDialogueModal.vue`). Replace CSS 3D scale spring transforms on dialogue box entrance with a lightweight 100ms 2D opacity fade, ensuring instant 60fps text box presentation on low-spec WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"299","인게임 우편함(Mailbox) 개별 우편 카드의 보상 정보 및 만료 카운트다운 미니멀 1줄 태그 바 정돈","우편 항목마다 보상 아이콘, 잔여 수령 기한이 넓게 열려 있어 우편 목록 가독성이 떨어짐.","Streamline Mailbox Item Layout per design.md (`MailboxModal.vue`). Compress mail rows into a single compact line showing Mail Title, Expiration Tag, and 1-tap 'Claim' button, hiding item reward icon grids until tapped.","중간","","","","","","","","","","","","","","","","","","","","","",""
"300","전투 3x3 그리드 카드 배치 성공 시 연출 캔버스 오버드로우(Overdraw) 제어 및 2D CSS 노드 리사이클링","카드를 놓을 때 타일 주변 파티클 오버레이가 저사양 GPU에서 터치 반응 속도를 둔화시킴.","Replace Tile Placement Particle Overlays with 2D CSS Stroke Highlights (`BattleGridSlot.vue`). Remove dynamic canvas particle spawn effects upon tile placement, utilizing a single 150ms CSS glowing border pulse to minimize GPU VRAM consumption.","높음","","","","","","","","","","","","","","","","","","","","","",""
"301","캐릭터 주식 시장(Stock Market) 모달 내 주가 차트 및 거래 폼 상단 카테고리 세그먼트 탭 통합","주식 모달 진입 시 그래프, 잔액, 수량 슬라이더가 한 화면에 복잡하게 늘어서 있어 오터치 발생.","Consolidate Stock Market View Controls per design.md (`StockMarketModal.vue`). Separate stock market modal into 2 clean top sub-tabs: 'Market Chart' and 'Trading Form', displaying only the selected view to eliminate vertical scroll clutter.","중간","","","","","","","","","","","","","","","","","","","","","",""
"302","메인 로비/상점 탭 전환 시 CSS transform: translate3d() 수평 슬라이드 애니메이션 해제 및 경량 2D Opacity 페이드 전환","메뉴 탭 전환 시 적용된 300ms 수평 슬라이드 트랜지션이 구형 안드로이드 WebView에서 탭 전환 반응 속도를 떨어뜨림.","Shorten Route View Transition Durations (`AppLayout.vue`). Reduce view transition duration to a fast 100ms 2D opacity cross-fade, bypassing complex horizontal slide keyframes to ensure instant 60fps tab switching on low-spec mobile WebViews.","높음","","","","","","","","","","","","","","","","","","","","","",""
"303","마이덱 구성 화면 내 '대표 덱 전투력(TP)' 수치 표기 컴팩트 헤더 뱃지 통합","마이덱 화면 상단에 덱 총 전투력 수치가 큰 텍스트 박스로 자리를 차지하여 카드 인벤토리 보드가 아래로 밀림.","Compact Total Deck Power Badge per design.md (`DeckBuilder.vue`). Merge total deck power (TP) value into a single sleek glowing header pill (`[⚡ TP 12.4K]`) beside the deck preset tabs, maximizing vertical screen area for the card inventory grid.","중간","","","","","","","","","","","","","","","","","","","","","",""
"304","스토리 모드 웹툰 뷰어 모달 닫기 시 Canvas 디코딩 이미지 버퍼 자원 인스턴스 즉시 파기","웹툰 감상 모달을 열어 연속 에피소드를 읽은 후 모달을 닫았을 때 Image 태그의 src 속성이 비워지지 않아 RAM 소모가 유지됨.","Clear Webtoon Image Source Bindings on Unmount (`WebtoonViewer.vue`). Explicitly set `img.src = ''` and detach DOM image references upon closing the webtoon modal, allowing instant garbage collection of decoded image RAM.","높음","","","","","","","","","","","","","","","","","","","","","",""
"305","캐릭터 주식 시장(Stock Market) 거래 모달 내 '보유 잔액' 및 '매수/매도 수량' 1줄 컴팩트 제어기 전환","주식 거래 모달에서 토큰 잔액과 수량 조절 버튼이 수직으로 길게 연결되어 있어 주문 확인 버튼이 모바일 화면 아래로 쏠림.","Streamline Stock Order Input Controls per design.md (`StockMarketModal.vue`). Integrate user available token balance and quantity stepper into a unified 1-line control bar (`[Bal: 1,000 SNS] [- 10 +]`), keeping order confirmation buttons cleanly centered on mobile screens.","중간","","","","","","","","","","","","","","","","","","","","","",""
"306","메인 로비 UI 컴포넌트 마운트 시 CSS will-change: opacity 동적 스케줄링 및 터치 제스처 완료 즉시 레이어 해제","메뉴 탭 및 배경 레이어에 will-change 속성이 상시 고정 적용되어 있어 비전투 상태에서도 GPU 컴포지터 레이어가 VRAM을 상시 점유함.","Schedule Temporary Opacity Layer Promotion (`AppLayout.vue`). Attach `will-change: opacity` to route transition containers strictly during active 100ms tab switches and revoke it immediately on `transitionend`, keeping GPU compositor VRAM lean.","높음","","","","","","","","","","","","","","","","","","","","","",""
